query,tweet_date,username,name,text,url,translated_text,CLASSIFICACAO
Morbius trailer,21 Mar 2022,@sillybilly20202,Elon made me a bot. block me.,"I have been to a lot of movies in the past 4 or 5 months, sporadically during the lockdowns, and plenty before. Every single time I have gone, the #Morbius trailer has played. Please for the love of God release that movie. Make it stop.",https://nitter.net/sillybilly20202/status/1505733768010600448#m,"I have been to a lot of movies in the past 4 or 5 months, sporadically during the lockdowns, and plenty before. Every single time I have gone, the #Morbius trailer has played. Please for the love of God release that movie. Make it stop.",0
Morbius trailer,21 Mar 2022,@newpaper24,Newpaper24,MORBIUS “I Am Venom” Trailer (2022) New Footage-Newpaper24.com newpaper24.com/morbius-i-am-…,https://nitter.net/newpaper24/status/1505714023421001733#m,MORBIUS “I Am Venom” Trailer (2022) New Footage-Newpaper24.com newpaper24.com/morbius-i-am-…,0
Morbius trailer,21 Mar 2022,@megacineotavalo,Mega Cine,Deja ir lo que solías ser. Descubre quién estás destinado a ser. Mira el tráiler final ahora. #Morbius en #megacineotavalo🎬 este 31 de Marzo.,https://nitter.net/megacineotavalo/status/1505713046685196292#m,Let go of what you used to be. Discover who you are meant to be. Watch the final trailer now. #Morbius in #megacineotavalo🎬 this March 31st.,0
Morbius trailer,21 Mar 2022,@aarxn82,Aaron Cooper,I feel like we've been seeing the trailer for Morbius for 12 years.,https://nitter.net/aarxn82/status/1505702811836821505#m,I feel like we've been seeing the trailer for Morbius for 12 years.,1
Morbius trailer,21 Mar 2022,@newpaper24,Newpaper24,MORBIUS Final Trailer (2022)-Newpaper24.com newpaper24.com/morbius-final…,https://nitter.net/newpaper24/status/1505698765109403653#m,MORBIUS Final Trailer (2022)-Newpaper24.com newpaper24.com/morbius-final…,0
Morbius trailer,22 Mar 2022,@ghose_charles,Charles Ghose,MORBIUS Movie Trailer 2022 Version 6 piped.video/RVclkNYvsE4 via @YouTube #Morbius #MorbiusMovie #MorbiusTrailer #MovieTrailers2022 #MarvelMovie,https://nitter.net/ghose_charles/status/1506418528093712393#m,MORBIUS Movie Trailer 2022 Version 6 piped.video/RVclkNYvsE4 via @YouTube #Morbius #MorbiusMovie #MorbiusTrailer #MovieTrailers2022 #MarvelMovie,0
Morbius trailer,22 Mar 2022,@ghose_charles,Charles Ghose,MORBIUS Movie Trailer 2022 Version 5 piped.video/fJ1AuTCvyd4 via @YouTube #Morbius #MorbiusMovie #MorbiusTrailer #MovieTrailers2022 #MarvelMovie,https://nitter.net/ghose_charles/status/1506417115636633600#m,MORBIUS Movie Trailer 2022 Version 5 piped.video/fJ1AuTCvyd4 via @YouTube #Morbius #MorbiusMovie #MorbiusTrailer #MovieTrailers2022 #MarvelMovie,0
Morbius trailer,22 Mar 2022,@bytesofbree,Bree,How are we feeling about Morbius? I haven’t really seen anyone talk about it. I think I’m just tired of it being in the previews for every movie I’ve seen recently. I’m ready for to you come out so I can stop seeing the trailer 😂,https://nitter.net/bytesofbree/status/1506415560220975108#m,How are we feeling about Morbius? I haven’t really seen anyone talk about it. I think I’m just tired of it being in the previews for every movie I’ve seen recently. I’m ready for to you come out so I can stop seeing the trailer 😂,1
Morbius trailer,22 Mar 2022,@josetremdoido,em reunião não perturbe.,Miguel vai ver Morbius e aplaudir quando terminar... Nota 10 só pelo trailer o resto é lucro,https://nitter.net/josetremdoido/status/1506403973334450187#m,"Miguel will watch Morbius and applaud when he finishes... Rating 10 just for the trailer, the rest is profit",0
Morbius trailer,22 Mar 2022,@_RafaPuma_,Rafapuma®️,Ganazas de Jared Leto y su Michael Morbius!!! 😍👏🏻👏🏻👏🏻👏🏻 Morbius (2022) Nuevo Tráiler Oficial Español piped.video/EA4v3wl7faA vía @YouTube,https://nitter.net/_RafaPuma_/status/1506403660787589126#m,Wins from Jared Leto and his Michael Morbius!!! 😍👏🏻👏🏻👏🏻👏🏻 Morbius (2022) New Official Spanish Trailer piped.video/EA4v3wl7faA via @YouTube,0
Morbius trailer,22 Mar 2022,@ShinInvidNinja,Oli J B,"One thing I'm looking forward to next Thursday, Morbius comes out meaning I don't have to see that trailer in front of every movie for the next 2 fuckin' years ever again. XD",https://nitter.net/ShinInvidNinja/status/1506397216897908736#m,"One thing I'm looking forward to next Thursday, Morbius comes out meaning I don't have to see that trailer in front of every movie for the next 2 fuckin' years ever again. XD",1
Morbius trailer,22 Mar 2022,@roseb_tch,𝓡𝓸𝓫𝓼 🌹🩷- M∀YHEM,HO APPENA BECCATO IL TRAILER DI MORBIUS IN TV 🥰🥰🥰🥰🥰,https://nitter.net/roseb_tch/status/1506396072360517637#m,HO APPENA BECCATO IL TRAILER DI MORBIUS IN TV 🥰🥰🥰🥰🥰,0
Morbius trailer,22 Mar 2022,@machukorz,Machu,En un trailer de Morbius hay un grafitti en una foto de un Spider-Man que dice MURDERER y Andrew dijo en No Way Home que habia empezado a matar.,https://nitter.net/machukorz/status/1506393474458963968#m,In a Morbius trailer there is graffiti on a photo of a Spider-Man that says MURDERER and Andrew said in No Way Home that he had started killing.,0
Morbius trailer,22 Mar 2022,@NDifuntorum,neildifuntorum,Damn that morbius trailer 🔥,https://nitter.net/NDifuntorum/status/1506383360544804865#m,Damn that morbius trailer 🔥,0
Morbius trailer,22 Mar 2022,@hzjoe03,Joe,The final Morbius trailer came out…,https://nitter.net/hzjoe03/status/1506373897582694404#m,The final Morbius trailer came out…,0
Morbius trailer,22 Mar 2022,@TheeReptile,Javier,We’re gonna get another Morbius trailer before we see a Thor one,https://nitter.net/TheeReptile/status/1506373553683197953#m,We’re gonna get another Morbius trailer before we see a Thor one,0
Morbius trailer,22 Mar 2022,@scarlet_comics,Scarlet,"Morbius Vulture Spoilers Söylenti... - - - - - - - - - - - - - - - - Keaton filmde değilmiş, sadece 2 credit sahnesi sonrası varmış ve fragmanda göstermiyorlarmış. Tüm trailer sahneleri kesilmiş.",https://nitter.net/scarlet_comics/status/1506363583487217668#m,"Morbius Vulture Spoilers Rumor... - - - - - - - - - - - - - - - - Keaton was not in the movie, he was only there after 2 credit scenes and they did not show him in the trailer. All trailer scenes have been cut.",0
Morbius trailer,22 Mar 2022,@Benjmeister85,Bendrix 🦁,"#Morbius cutting scenes in the film from the trailer is absolutely nothing new. That being said, allegedly cutting The Vulture scenes reeks of cash in buzz. They knew what they were doing including them and there's no doubt it will piss a lot of people off...",https://nitter.net/Benjmeister85/status/1506355943390519296#m,"#Morbius cutting scenes in the film from the trailer is absolutely nothing new. That being said, allegedly cutting The Vulture scenes reeks of cash in buzz. They knew what they were doing including them and there's no doubt it will piss a lot of people off...",1
Morbius trailer,22 Mar 2022,@jchea123,JohnCheetos,I have seen the morbius trailer in theaters more than actual movies since 2020 it feels like,https://nitter.net/jchea123/status/1506347217510092820#m,I have seen the morbius trailer in theaters more than actual movies since 2020 it feels like,1
Morbius trailer,22 Mar 2022,@CBR,CBR,Morbius reportedly cut multiple scenes from the trailer connecting it to the larger Spider-Man universe. buff.ly/3NfpkyI,https://nitter.net/CBR/status/1506343927565230084#m,Morbius reportedly cut multiple scenes from the trailer connecting it to the larger Spider-Man universe. buff.ly/3NfpkyI,0
Morbius trailer,22 Mar 2022,@Its_Edelman,T C,"To get people to see the movie. After the trailer, no one talked about morbius. The buzz was surrounding the Spider-Man poster and Keaton. It’s a scummy tactic",https://nitter.net/Its_Edelman/status/1506338727379062793#m,"To get people to see the movie. After the trailer, no one talked about morbius. The buzz was surrounding the Spider-Man poster and Keaton. It’s a scummy tactic",1
Morbius trailer,22 Mar 2022,@nei0geo,NeioGeo,"I do believe that reverse hype is also leads to interest in the movie, but still - It'd be a mistake not to capitalize on what the trailer footage showed, but... ...I get it - you want your movie to succeed on its own merits, free of Marvel's influence. Cool. #Morbius",https://nitter.net/nei0geo/status/1506327365458305030#m,"I do believe that reverse hype is also leads to interest in the movie, but still - It'd be a mistake not to capitalize on what the trailer footage showed, but... ...I get it - you want your movie to succeed on its own merits, free of Marvel's influence. Cool. #Morbius",1
Morbius trailer,22 Mar 2022,@DylanAckles,𝓓𝔂𝓵𝓪𝓷 𝓐𝓬𝓴𝓵𝓮𝓼,"Crees que será el de Amazing? Yo es que no sé tío...Morbius en el trailer nombra a Venom, así que están en el mismo universo, pero Tom Hardy en NWH dijo que en su universo no hay héroes. Y además en el trailer de Morbius sale también el Buitre. No sé, un lío xD",https://nitter.net/DylanAckles/status/1506326361056677892#m,"Do you think it will be the Amazing one? I just don't know man...Morbius in the trailer names Venom, so they are in the same universe, but Tom Hardy in NWH said that in his universe there are no heroes. And also in the Morbius trailer the Vulture also appears. I don't know, a mess xD",0
Morbius trailer,22 Mar 2022,@nei0geo,NeioGeo,"Hey, Amy Pas-Err, I mean, ""Sony! With all honesty, I was interested in Morbius because of the Spiderman links, not because of the character or plot. Sure, I'll admit that that's petty, but you created this interest yourself with the trailer footage. Marvel...just got free hype.",https://nitter.net/nei0geo/status/1506324921428766720#m,"Hey, Amy Pas-Err, I mean, ""Sony! With all honesty, I was interested in Morbius because of the Spiderman links, not because of the character or plot. Sure, I'll admit that that's petty, but you created this interest yourself with the trailer footage. Marvel...just got free hype.",0
Morbius trailer,22 Mar 2022,@Lipher_,⭐Lipher.bsky.social,Oscorp em TASM // Oscorp no trailer de Morbius,https://nitter.net/Lipher_/status/1506322458047037442#m,Oscorp in TASM // Oscorp in the Morbius trailer,0
Morbius trailer,22 Mar 2022,@sriver04,Steve,"How does Venom not know of a Spider-Man but Morbius makes a Venim joke in the trailer? It's clear Sony didn't have any sense of WHERE this movie takes place, universe-wise 😑 they just wanted Vulture in because he's theirs, and they don't care about their world building.",https://nitter.net/sriver04/status/1506321799654555653#m,"How does Venom not know of a Spider-Man but Morbius makes a Venim joke in the trailer? It's clear Sony didn't have any sense of WHERE this movie takes place, universe-wise 😑 they just wanted Vulture in because he's theirs, and they don't care about their world building.",1
Morbius trailer,22 Mar 2022,@HeyMittenstv,HeyMittens,"I am reading #Morbius is a mess and that the trailer scenes that showed the spider-man poster and the venom joke aren't even in the movie. Supposedly, Morbius is in its own universe. Jared Leto can't catch a superhero movie break.",https://nitter.net/HeyMittenstv/status/1506319979687280645#m,"I am reading #Morbius is a mess and that the trailer scenes that showed the spider-man poster and the venom joke aren't even in the movie. Supposedly, Morbius is in its own universe. Jared Leto can't catch a superhero movie break.",1
Morbius trailer,22 Mar 2022,@RichJ391,Richard J.,"Why is everyone in the replies upset that Keaton's scenes were cut. Yeah, he was the only good part of Homecoming (don't @ me) but he can't be the only good part of Morbius... hopefully. Though the newest trailer was so much worse than the last. I've brought my expectations to 5.",https://nitter.net/RichJ391/status/1506319716796669953#m,"Why is everyone in the replies upset that Keaton's scenes were cut. Yeah, he was the only good part of Homecoming (don't @ me) but he can't be the only good part of Morbius... hopefully. Though the newest trailer was so much worse than the last. I've brought my expectations to 5.",0
Morbius trailer,22 Mar 2022,@luna41068950,luna,SE PARECE A LOS TRAILER DE MORBIUS POR LA CONFUSION DE QUE UNIVERSO ES,https://nitter.net/luna41068950/status/1506317625311170566#m,SE PARECE A LOS TRAILER DE MORBIUS POR LA CONFUSION DE QUE UNIVERSO ES,0
Morbius trailer,22 Mar 2022,@TGBED8v8,"Russell Michaels, Momotaros","I mean, “Venom” wasn’t awful but it had a terrible villain and a plot that mostly treaded water. The sequel had a better villain. Morbius doesn’t seem to actually be opposed to anyone in the trailer. Is the villain Lane Price from “Mad Men”? I don’t know! Is it Tyrese?",https://nitter.net/TGBED8v8/status/1506314080176455692#m,"I mean, “Venom” wasn’t awful but it had a terrible villain and a plot that mostly treaded water. The sequel had a better villain. Morbius doesn’t seem to actually be opposed to anyone in the trailer. Is the villain Lane Price from “Mad Men”? I don’t know! Is it Tyrese?",1
Morbius trailer,22 Mar 2022,@BossGalka,The Boss,"Gonna be honest, I consider myself a decent Spider-man fan, but I have no idea who the fuck Morbius is. I have seen the trailer, I just have no reference or context to him outside of that. It's either going to suck or it isn't, but it won't be because of cut content to me.",https://nitter.net/BossGalka/status/1506313245879111694#m,"Gonna be honest, I consider myself a decent Spider-man fan, but I have no idea who the fuck Morbius is. I have seen the trailer, I just have no reference or context to him outside of that. It's either going to suck or it isn't, but it won't be because of cut content to me.",1
Morbius trailer,22 Mar 2022,@benejoyy,yous,Cuántas más veces veo el trailer de Morbius más dudo si dejarme 10€ en la entrada pa verla,https://nitter.net/benejoyy/status/1506311772420116482#m,"The more times I see the Morbius trailer, the more I hesitate to leave €10 on the ticket to see it.",0
Morbius trailer,22 Mar 2022,@WebHeadRyder,RyderTheRenegade,"I wasn’t excited for morbius, it looked bad when they showed the first trailer. Still gonna see it tho.",https://nitter.net/WebHeadRyder/status/1506307579701444615#m,"I wasn’t excited for morbius, it looked bad when they showed the first trailer. Still gonna see it tho.",1
Morbius trailer,22 Mar 2022,@TheReclaimedOne,Rata-Pat-Pat,"Morbius was never going to be good. I'm not even trying to be a doomer, but even from the first trailer I knew it wasn't going anywhere and recent leaks have confirmed it",https://nitter.net/TheReclaimedOne/status/1506298265712668673#m,"Morbius was never going to be good. I'm not even trying to be a doomer, but even from the first trailer I knew it wasn't going anywhere and recent leaks have confirmed it",1
Morbius trailer,22 Mar 2022,@AndrewStuart,Andrew Stuart,"The trailer for Morbius is out, so... from the before pandemic times, when Jared Leto was in Manchester as Morbius filming continued (via @jesssansome), and my pic of Matt Smith on the set :) manchestereveningnews.co.uk/…",https://nitter.net/AndrewStuart/status/1506296494974025745#m,"The trailer for Morbius is out, so... from the before pandemic times, when Jared Leto was in Manchester as Morbius filming continued (via @jesssansome), and my pic of Matt Smith on the set :) manchestereveningnews.co.uk/…",0
Morbius trailer,22 Mar 2022,@GabiMG_News,Gabi MG,"I agree with you half, ask anyone who tells you that they caught their eye from any Morbius trailer and they will surely tell you the Tobey graffiti, Venom & Keaton, and not the Morbius story. Why do these scenes appear in the trailers? To generate hype by hooking on NWH.",https://nitter.net/GabiMG_News/status/1506290308224593921#m,"I agree with you half, ask anyone who tells you that they caught their eye from any Morbius trailer and they will surely tell you the Tobey graffiti, Venom & Keaton, and not the Morbius story. Why do these scenes appear in the trailers? To generate hype by hooking on NWH.",0
Morbius trailer,22 Mar 2022,@Floristan6,Flo Wick,@JaredLeto I saw the trailer from Morbius and I think the trailer looks very awesome. I'm really looking forward to seeing this movie and i will definitely watch this movie. Ps:@JaredLeto You are one of my absolutely favourite actors. I love all your movies.,https://nitter.net/Floristan6/status/1506281810258452490#m,@JaredLeto I saw the trailer from Morbius and I think the trailer looks very awesome. I'm really looking forward to seeing this movie and i will definitely watch this movie. Ps:@JaredLeto You are one of my absolutely favourite actors. I love all your movies.,1
Morbius trailer,22 Mar 2022,@Minamillion93,𝕸𝖊𝖓𝖆𝖈𝖊 🐺⚡️,Morbius trailer looks good.,https://nitter.net/Minamillion93/status/1506279358541058061#m,Morbius trailer looks good.,1
Morbius trailer,22 Mar 2022,@crossetti_2001,Crossetti 🍿,"You’re a clown 🤡 Morbius first appeared in a Spider-Man comic, the trailer literally has the marvel logo, it’s being made by Sony who made Soiderman, Venom, and Venom 2",https://nitter.net/crossetti_2001/status/1506276137739063299#m,"You’re a clown 🤡 Morbius first appeared in a Spider-Man comic, the trailer literally has the marvel logo, it’s being made by Sony who made Soiderman, Venom, and Venom 2",0
Morbius trailer,22 Mar 2022,@walkingplothole,RIP BAELOR TARGARYEN,"mas talvez a parada mais importante é que o vazamento tinha duas cenas pós créditos, uma com a cena do trailer e outra onde o Toomes apresenta o Morbius ao Otto Octavius se é real ou não, vai saber",https://nitter.net/walkingplothole/status/1506275187481890829#m,"but perhaps the most important thing is that the leak had two post-credits scenes, one with the trailer scene and the other where Toomes presents Morbius to Otto Octavius ​​​​if it's real or not, you'll know",0
Morbius trailer,22 Mar 2022,@SiteJamesons,Jamesons,"O Abutre (Michael Keaton) apareceu no primeiro trailer de Morbius. Geral especulou a conexão com o MCU. Bom, tem rumor rolando que cortaram as participações ele no filme do Morbius. Agora ele vai aparecer só na cena pos-credito. Vazaram a pós-credito no trailer, bicho ...",https://nitter.net/SiteJamesons/status/1506264779362643977#m,"The Vulture (Michael Keaton) appeared in the first trailer for Morbius. General speculated the connection to the MCU. Well, there's a rumor going around that he's cut his appearances in the Morbius film. Now he will only appear in the post-credit scene. They leaked the post-credits in the trailer, dude...",0
Morbius trailer,22 Mar 2022,@joana_asf,tony stank 🦇,"bruh o trailer nao me convence, idc for morbius that much, idc for the sony universe e pelas reviews o filme ta pessimo e ja me bastou gastar dinheiro pra ver o venom 2, vejo o filme em casa e é se ver ahahaha",https://nitter.net/joana_asf/status/1506263955538391053#m,"bruh, the trailer doesn't convince me, idc for morbius that much, idc for the sony universe and from the reviews the film is terrible and I had enough to spend money to see venom 2, I watch the film at home and it's a must see ahahaha",0
Morbius trailer,22 Mar 2022,@TheDamnDoor,The Damn Door,Trailer released 1)Morbius 2)Batman 3)Venom 2 4)No Way Home Movie released 1)Venom 2 2)No Way Home 3)Batman 4)Morbius I think therefore people lost interest in it,https://nitter.net/TheDamnDoor/status/1506242674462199808#m,Trailer released 1)Morbius 2)Batman 3)Venom 2 4)No Way Home Movie released 1)Venom 2 2)No Way Home 3)Batman 4)Morbius I think therefore people lost interest in it,0
Morbius trailer,23 Mar 2022,@alexrg977,𝓐𝓵𝓮𝔁 🐜,Morbius es como Venom. Lo que ves en el tráiler es lo mejor que vas a ver.,https://nitter.net/alexrg977/status/1506768072178348033#m,Morbius is like Venom. What you see in the trailer is the best you will see.,0
Morbius trailer,23 Mar 2022,@gui__florindo,Florindo 🪩,Pensando seriamente se vale a pena assistir Morbius... Amo o Jared Leto. Mas estão falando tão mal desse filme... O trailer é bem interessante,https://nitter.net/gui__florindo/status/1506767561681162246#m,Seriously thinking about whether Morbius is worth watching... I love Jared Leto. But people are saying so much bad things about this film... The trailer is very interesting,0
Morbius trailer,23 Mar 2022,@aschnitt53,Andrew Schnittker,No Morbius trailer!? This is a scam.,https://nitter.net/aschnitt53/status/1506767318763937792#m,No Morbius trailer!? This is a scam.,0
Morbius trailer,23 Mar 2022,@yurishipper,adina™,if i have to sit through the morbius trailer one more time i’m suing sony for harassment,https://nitter.net/yurishipper/status/1506764213359947787#m,if i have to sit through the morbius trailer one more time i’m suing sony for harassment,1
Morbius trailer,23 Mar 2022,@feedmepotatoes,8.21 God.,It's rumored that the Morbius trailer fooled movie goers and that's completely false because I've BEEN telling yall that movie was gonna be big booty like Chloe Bailey.,https://nitter.net/feedmepotatoes/status/1506756587377025034#m,It's rumored that the Morbius trailer fooled movie goers and that's completely false because I've BEEN telling yall that movie was gonna be big booty like Chloe Bailey.,1
Morbius trailer,23 Mar 2022,@papin62,Isidro ♥️🇮🇨🤗,MORBIUS. Tráiler Final HD en español. En cines 1 de abril. piped.video/SYOePdCZfqM vía @YouTube,https://nitter.net/papin62/status/1506755886387286019#m,MORBIUS. Final HD Trailer in Spanish. In theaters April 1. piped.video/SYOePdCZfqM via @YouTube,0
Morbius trailer,23 Mar 2022,@bogatheclown,tia palhaço boga,trailer do filme morbius com jared leto,https://nitter.net/bogatheclown/status/1506754350789632013#m,morbius movie trailer with jared leto,0
Morbius trailer,23 Mar 2022,@pokerwithaj,J@m£$!,The trailer for Morbius has evil energy,https://nitter.net/pokerwithaj/status/1506752214873821186#m,The trailer for Morbius has evil energy,1
Morbius trailer,23 Mar 2022,@Bla30752429,Samu,"Os seré sinceros quiero que salga la peli de Morbius por dos cosas: primero porque he visto de nuevo el trailer, me parece un peliculón y es de Marvel y segundo: Jared Leto me parece un actor guapísimo",https://nitter.net/Bla30752429/status/1506744350952337415#m,"I'll be honest with you, I want the Morbius movie to come out for two things: first because I've seen the trailer again, it seems like a great movie to me and it's from Marvel and second: Jared Leto seems like a very handsome actor to me.",0
Morbius trailer,23 Mar 2022,@notmuchtosay6,notmuchtosay,Been to the theater like 4 times since December and saw a Morbius trailer every time I think,https://nitter.net/notmuchtosay6/status/1506744317569810442#m,Been to the theater like 4 times since December and saw a Morbius trailer every time I think,1
Morbius trailer,23 Mar 2022,@Ty_OBri,Tyler O'Brien,After years of seeing that trailer before movies I feel like I’ve seen the entirety of Morbius already,https://nitter.net/Ty_OBri/status/1506743555242536960#m,After years of seeing that trailer before movies I feel like I’ve seen the entirety of Morbius already,1
Morbius trailer,23 Mar 2022,@El_Hormiguero,El Hormiguero,Vemos el trailer de “Morbius” con @JaredLeto #JaredLetoEH piped.video/watch?v=SYOePdCZ…,https://nitter.net/El_Hormiguero/status/1506741079743291395#m,Vemos el trailer de “Morbius” con @JaredLeto #JaredLetoEH piped.video/watch?v=SYOePdCZ…,0
Morbius trailer,23 Mar 2022,@rags751,Raghu Seetharaman,Uhh..What? MORBIUS Trailer LIED About Spider-Man Connections?! piped.video/yuRzXet8WYQ via @YouTube,https://nitter.net/rags751/status/1506728275753717764#m,Uhh..What? MORBIUS Trailer LIED About Spider-Man Connections?! piped.video/yuRzXet8WYQ via @YouTube,0
Morbius trailer,23 Mar 2022,@TheKleinFelt,Klein Felt,"I just heard a fact that absolutely blew my mind, Morbius (a film that comes out in a week) got its first trailer months before Spider-Man: No Way Home (a film that has been in theaters for four months) even started shooting. WHAT?",https://nitter.net/TheKleinFelt/status/1506728039933046785#m,"I just heard a fact that absolutely blew my mind, Morbius (a film that comes out in a week) got its first trailer months before Spider-Man: No Way Home (a film that has been in theaters for four months) even started shooting. WHAT?",1
Morbius trailer,23 Mar 2022,@PortugalCinema,Cinema em Portugal,"""Morbius"", a nova lenda da Marvel, conta com Jared Leto e estreia dia 31 de Março nos cinemas em Portugal. #cinemaemportugal #morbius #teaser #trailer #marvel #morbiusfilme #marvelportugal #bandadesenhada #marçonoscinemas",https://nitter.net/PortugalCinema/status/1506725819955175432#m,"""Morbius"", the new Marvel legend, stars Jared Leto and opens on March 31st in Portuguese cinemas. #cinemaemportugal #morbius #teaser #trailer #marvel #morbiusfilme #marvelportugal #quadrinhos #marçonoscinemas",0
Morbius trailer,23 Mar 2022,@Neptunesalad,Ben Rock,I’d love to go into the trailer of #Morbius and deepfake Jared Leto’s “House of Gucci” it’s-a-me! A-Mario character into all the vampire shots.,https://nitter.net/Neptunesalad/status/1506714463574978562#m,I’d love to go into the trailer of #Morbius and deepfake Jared Leto’s “House of Gucci” it’s-a-me! A-Mario character into all the vampire shots.,0
Morbius trailer,23 Mar 2022,@SirEdward_da3rd,PSP chipiado,"Les aviso desde ahorita, morbius sera bien pedorra. No la he visto pero desde los teailers se nota, y si los rumores de que todo lo del trailer era paja son reales tonces sera aun mas pedorra",https://nitter.net/SirEdward_da3rd/status/1506712378502791173#m,"I'm warning you from now on, Morbius will be a real farter. I haven't seen it but it can be seen from the teasers, and if the rumors that everything in the trailer was straw are real then it will be even more farting.",0
Morbius trailer,23 Mar 2022,@DMcG4242,DMcG,"Need to photoshop the shirt to be James face during the Venom trailer, and during the morbius trailer.....",https://nitter.net/DMcG4242/status/1506711161479352329#m,"Need to photoshop the shirt to be James face during the Venom trailer, and during the morbius trailer.....",0
Morbius trailer,23 Mar 2022,@Ash71Pietro,Pietro Ferraro,Morbius: nuove featurette e tutte le anticipazioni sul film con Jared Leto cineblog.it/post/morbius-fil…,https://nitter.net/Ash71Pietro/status/1506705379509653514#m,Morbius: new featurettes and all the previews on the film with Jared Leto cineblog.it/post/morbius-fil…,0
Morbius trailer,23 Mar 2022,@SuperTalkPod,Super Talk Podcast,"#PodcastAndChill #MsMarvel trailer review, #MoonKnight , #deadpool3 , #Morbius #comicbook Orgins! Who is he? #mcu #DisneyPlus #MarvelStudios Super Talk Podcast - Comic Book Media News & Reviews yet? Check it out here: supertalk.simplecast.com/epi…",https://nitter.net/SuperTalkPod/status/1506703137582759937#m,"#PodcastAndChill #MsMarvel trailer review, #MoonKnight , #deadpool3 , #Morbius #comicbook Orgins! Who is he? #mcu #DisneyPlus #MarvelStudios Super Talk Podcast - Comic Book Media News & Reviews yet? Check it out here: supertalk.simplecast.com/epi…",0
Morbius trailer,23 Mar 2022,@DerickArmijo,Derick Armijo,Venom doesn’t say “I am Venom”. He says “We are Venom”. Sony can’t even get that right in that MORBIUS trailer.,https://nitter.net/DerickArmijo/status/1506702500602081280#m,Venom doesn’t say “I am Venom”. He says “We are Venom”. Sony can’t even get that right in that MORBIUS trailer.,0
Morbius trailer,23 Mar 2022,@crowsofkaz,G🌙 || TØP,"Lascia perdere, oggi ho letto delle cose su morbius, tipo che non ci sarà nessun riferimento a spider-man e a venom, le scene dei trailer forse le hanno eliminate, se così dovesse essere perderebbe senso tutto l'universo sony/marvel Bah",https://nitter.net/crowsofkaz/status/1506694577230602242#m,"Forget it, today I read some things about Morbius, like that there won't be any reference to Spider-Man and Venom, maybe they eliminated the scenes from the trailers, if that were to be the case the whole Sony/Marvel universe would lose meaning. Bah",0
Morbius trailer,23 Mar 2022,@daniversoo,Eternal Sunshine of a Spotless Mind,Perdi a conta de quantas vezes vi o trailer de Morbius no cinema,https://nitter.net/daniversoo/status/1506692442850013194#m,I lost count of how many times I saw the Morbius trailer in the cinema,1
Morbius trailer,23 Mar 2022,@4Motumbu,☣👽Motumbu👽☣,"Por una parte yo no creo que todo tenga que estar súper intra conectado y puedo respetar que Morbius no quiera tener conexiones con el universo de Venom o el Mcu, pero joe tampoco te pongas a mostrarlo en el tráiler solo para que la gente vea la peli",https://nitter.net/4Motumbu/status/1506688663559757828#m,"On the one hand, I don't think everything has to be super intra-connected and I can respect that Morbius doesn't want to have connections with the Venom universe or the MCU, but don't start showing it in the trailer just so people can see the movie.",0
Morbius trailer,23 Mar 2022,@MNMarvelMania,M+N Marvel Mania,"Mike and Nick dive deep into the biggest #marvel news and rumors including their hype levels for #Morbius and #MoonKnight, the recent #MsMarvel trailer and the possibility of a #Daredevil reboot on #DisneyPlus. podcasts.apple.com/us/podcas…",https://nitter.net/MNMarvelMania/status/1506687288432025610#m,"Mike and Nick dive deep into the biggest #marvel news and rumors including their hype levels for #Morbius and #MoonKnight, the recent #MsMarvel trailer and the possibility of a #Daredevil reboot on #DisneyPlus. podcasts.apple.com/us/podcas…",0
Morbius trailer,23 Mar 2022,@pixelociity,allie ⚡️,"i still think morbius is an elaborate grift from marvel—theres been virtually no promotion for it, theres been like only one trailer, and it releases on april fools day 🤔",https://nitter.net/pixelociity/status/1506668004129615888#m,"i still think morbius is an elaborate grift from marvel—theres been virtually no promotion for it, theres been like only one trailer, and it releases on april fools day 🤔",1
Morbius trailer,23 Mar 2022,@Lovelyh41704841,Dracula 🧛‍♀,"I didn't even say anything to lower his hype at the beginning, i just said yeah it looks good. Marvel makes good movies. Bruhhh i was more hyped for the Dumbledore trailer than the morbius one, they made the trailer too boring. Jared leto is a good actor but ehh the movie",https://nitter.net/Lovelyh41704841/status/1506666162008236032#m,"I didn't even say anything to lower his hype at the beginning, i just said yeah it looks good. Marvel makes good movies. Bruhhh i was more hyped for the Dumbledore trailer than the morbius one, they made the trailer too boring. Jared leto is a good actor but ehh the movie",1
Morbius trailer,23 Mar 2022,@Lovelyh41704841,Dracula 🧛‍♀,"Both my dad and I were in theaters, got tickets for batman. My dad saw an ad pic of morbius and said ""hey that looks awesome, and its marvel."" After batman, let's go watch this next. Then we saw the morbius trailer b4 batman starts... My dad looks at me, ""that was boring",https://nitter.net/Lovelyh41704841/status/1506666158241775617#m,"Both my dad and I were in theaters, got tickets for batman. My dad saw an ad pic of morbius and said ""hey that looks awesome, and its marvel."" After batman, let's go watch this next. Then we saw the morbius trailer b4 batman starts... My dad looks at me, ""that was boring",0
Morbius trailer,23 Mar 2022,@sweetenershabit,s - SLOW MOTION ERA,say what you want but all the music in the morbius trailer has been perfect fur elise? people are strange? legendary #MORBIUSSWEEP,https://nitter.net/sweetenershabit/status/1506666039056109569#m,say what you want but all the music in the morbius trailer has been perfect fur elise? people are strange? legendary #MORBIUSSWEEP,0
